damage_type,molecule_id,record_id,center_atom,involved_atoms,involves_ring_bond,ring_bond_count,bond_predictions,target_residuals,cartesian_contribution,bond_contribution,combined_contribution,input_value,v4_value,output_value,v4_excess,output_excess,confidence,uncertainty,accepted,comparison_mode,adjacent_same_direction,any_prediction_sign_wrong,ring_planarity_input,ring_planarity_v4,ring_planarity_output
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,33,4;33;36,False,0,-0.006750589236617088;0.01266703475266695,-0.03317975997924805;0.04423844814300537,-8.749961853027344e-05,0.003987789154052734,0.0037894248962402344,2.0058953762054443,2.0058953762054443,2.0096848011016846,0.020048022270202637,0.02383744716644287,0.2496279552578926,0.005623619887046516,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1,val::CC1(C)C(=O)C2(CCCC2)C(=O)OC1c1ccco1__gen0000::cartesian_s2_u0.350,33,34;33;35,False,0,0.012664202600717545;0.0126630375161767,0.029160141944885254;0.023177623748779297,0.0009360313415527344,-0.00370633602142334,-0.002685070037841797,1.8070310354232788,1.8070310354232788,1.804345965385437,0.017343759536743164,0.02002882957458496,0.2564743906259537,0.0026956446235999465,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,0,1;0;2,False,0,0.01272273063659668;0.012722872197628021,0.04567217826843262;0.043111205101013184,-0.0009257793426513672,-0.0025328397750854492,-0.003314495086669922,1.8222346305847168,1.8222346305847168,1.8189201354980469,0.0021401643753051758,0.005454659461975098,0.2575875222682953,0.0026588751934468746,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,5,4;5;6,False,0,-0.006317484192550182;0.012719343416392803,-0.027111053466796875;0.04378187656402588,-0.0007145404815673828,0.0019378662109375,0.0011777877807617188,2.0090553760528564,2.0090553760528564,2.010233163833618,0.023208022117614746,0.024385809898376465,0.24881435930728912,0.0054046413861215115,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,5,4;5;8,False,0,-0.006317484192550182;0.012718248181045055,-0.027111053466796875;0.03865182399749756,-4.315376281738281e-05,0.0018155574798583984,0.0016895532608032227,1.994593858718872,1.994593858718872,1.9962834119796753,0.008746504783630371,0.010436058044433594,0.24880652129650116,0.005405725911259651,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,5,6;5;7,False,0,0.012719343416392803;0.012715933844447136,0.04378187656402588;0.03085649013519287,3.981590270996094e-05,-0.0026404857635498047,-0.002492547035217285,1.8225882053375244,1.8225882053375244,1.8200956583023071,0.0017865896224975586,0.004279136657714844,0.2575058043003082,0.0026673380052670836,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,5,7;5;8,False,0,0.012715933844447136;0.012718248181045055,0.03085649013519287;0.03865182399749756,0.0005205869674682617,-0.0027005672454833984,-0.0020972490310668945,1.8076109886169434,1.8076109886169434,1.8055137395858765,0.016763806343078613,0.018861055374145508,0.25749796628952026,0.0026684225304052234,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,9,10;9;11,False,0,0.008440968580543995;0.008445356041193008,0.02300894260406494;0.03700685501098633,-0.0011800527572631836,0.000767827033996582,-0.00034058094024658203,1.7922489643096924,1.7922489643096924,1.7919083833694458,0.030127763748168945,0.030468344688415527,0.1917395144701004,0.005229515954852104,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,16,17;16;18,True,2,0.00291742873378098;0.0028903360944241285,0.047959089279174805;0.018387675285339355,-0.0005157589912414551,0.00031936168670654297,-0.0001677870750427246,0.9626067876815796,0.9626067876815796,0.9624390006065369,0.07493805885314941,0.07510584592819214,0.18620973825454712,0.010099702514708042,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,17,16;17;21,True,1,0.00291742873378098;0.008194880560040474,0.047959089279174805;0.0182647705078125,0.0048236846923828125,0.0004978179931640625,0.0050601959228515625,2.0929102897644043,2.0929102897644043,2.097970485687256,0.022042274475097656,0.02710247039794922,0.1877783015370369,0.00774346268735826,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,17,16;17;22,True,1,0.00291742873378098;0.00819987803697586,0.047959089279174805;0.02356541156768799,0.005733489990234375,0.00028061866760253906,0.005717277526855469,2.1109728813171387,2.1109728813171387,2.116690158843994,0.04010486602783203,0.0458221435546875,0.18774718791246414,0.0077409211080521345,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,17,21;17;18,True,1,0.008194880560040474;0.0031366876792162657,0.0182647705078125;0.07707464694976807,0.00484466552734375,-0.0012331008911132812,0.0033664703369140625,2.0928707122802734,2.0928707122802734,2.0962371826171875,0.022002696990966797,0.02536916732788086,0.17167313396930695,0.008663714630529284,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,17,22;17;18,True,1,0.00819987803697586;0.0031366876792162657,0.02356541156768799;0.07707464694976807,0.004386425018310547,-0.0011518001556396484,0.0030121803283691406,2.107269287109375,2.107269287109375,2.110281467437744,0.03640127182006836,0.0394134521484375,0.1716420203447342,0.008661173051223159,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,18,17;18;19,True,1,0.0031366876792162657;0.008206245489418507,0.07707464694976807;0.033208370208740234,0.0042874813079833984,-0.0009043216705322266,0.0031540393829345703,2.1141560077667236,2.1141560077667236,2.117310047149658,0.04328799247741699,0.04644203186035156,0.17161467671394348,0.00865856627933681,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,18,17;18;20,True,1,0.0031366876792162657;0.008196355774998665,0.07707464694976807;0.016926884651184082,0.003979921340942383,-0.0007939338684082031,0.0029697418212890625,2.1221718788146973,2.1221718788146973,2.1251416206359863,0.051303863525390625,0.05427360534667969,0.1716764196753502,0.008663621032610536,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,18,19;18;16,True,1,0.008206245489418507;0.0028903360944241285,0.033208370208740234;0.018387675285339355,0.007208108901977539,-0.0001277923583984375,0.006721973419189453,2.0740365982055664,2.0740365982055664,2.080758571624756,0.0031685829162597656,0.009890556335449219,0.1877470538020134,0.007740911794826388,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,18,20;18;16,True,1,0.008196355774998665;0.0028903360944241285,0.016926884651184082;0.018387675285339355,0.005746364593505859,0.00022029876708984375,0.005669832229614258,2.090411424636841,2.090411424636841,2.096081256866455,0.01954340934753418,0.025213241577148438,0.1878087967634201,0.007745966548100114,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,29,30;29;33,True,2,0.0009700283990241587;0.0017564976587891579,0.04458343982696533;-0.009741783142089844,-0.0008544921875,-0.0006451606750488281,-0.0014663934707641602,1.8186399936676025,1.8186399936676025,1.8171736001968384,0.00930166244506836,0.01076805591583252,0.14700084179639816,0.016757385339587927,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1,val::CC1(C)Cc2c(cnn2-c2ccccc2)C(NC(=O)C2(C(N)=O)CC2)C1__gen0000::cartesian_s2_u0.350,46,47;46;48,False,0,0.008606457151472569;0.008604586124420166,0.030352115631103516;0.031062006950378418,-0.003289461135864258,0.00109100341796875,-0.0020329952239990234,1.8036997318267822,1.8036997318267822,1.8016667366027832,0.0186769962310791,0.020709991455078125,0.19283001869916916,0.00510649592615664,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1,val::CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1__gen0001::cartesian_s2_u0.350,0,1;0;39,False,0,0.012618549168109894;0.012618472799658775,0.042690157890319824;0.042241454124450684,0.0009291172027587891,-0.003588080406188965,-0.002529144287109375,1.825393795967102,1.825393795967102,1.8228646516799927,0.0,0.0015101432800292969,0.2556128054857254,0.002728002378717065,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1,val::CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1__gen0001::cartesian_s2_u0.350,0,1;0;40,False,0,0.012618549168109894;0.01261942833662033,0.042690157890319824;0.052532076835632324,0.00037550926208496094,-0.0034966468811035156,-0.002960205078125,1.825443983078003,1.825443983078003,1.822483777999878,0.0,0.001891016960144043,0.25561921298503876,0.002726938808336854,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1,val::CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1__gen0001::cartesian_s2_u0.350,0,2;0;40,False,0,-0.0070343464612960815;0.01261942833662033,-0.02196681499481201;0.052532076835632324,-0.0012440681457519531,0.002271413803100586,0.0009596347808837891,2.0072426795959473,2.0072426795959473,2.008202314376831,0.021395325660705566,0.022354960441589355,0.23794503509998322,0.005954408785328269,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1,val::CC1CC(c2ccccc2)n2nc(NC(=O)c3ccco3)nc2N1__gen0001::cartesian_s2_u0.350,22,23;22;24,False,0,0.008011309430003166;0.008015841245651245,0.00012969970703125;0.011147379875183105,7.87973403930664e-05,-0.00036454200744628906,-0.0002715587615966797,1.7892018556594849,1.7892018556594849,1.7889302968978882,0.033174872398376465,0.033446431159973145,0.1873398795723915,0.005514532560482621,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,val::CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1__gen0001::cartesian_s2_u0.350,0,1;0;2,False,0,0.012636153027415276;0.012637409381568432,0.0034831762313842773;0.00602114200592041,0.0010563135147094727,-0.0031995773315429688,-0.002070188522338867,1.81003999710083,1.81003999710083,1.8079698085784912,0.014334797859191895,0.01640498638153076,0.25596439838409424,0.002718251897022128,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,val::CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1__gen0001::cartesian_s2_u0.350,0,1;0;3,False,0,0.012636153027415276;0.012635849416255951,0.0034831762313842773;0.002604246139526367,0.001635432243347168,-0.0032950639724731445,-0.0016169548034667969,1.8119267225265503,1.8119267225265503,1.8103097677230835,0.01244807243347168,0.014065027236938477,0.2559533417224884,0.002719807205721736,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,val::CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1__gen0001::cartesian_s2_u0.350,0,2;0;3,False,0,0.012637409381568432;0.012635849416255951,0.00602114200592041;0.002604246139526367,0.0005340576171875,-0.003114938735961914,-0.0024596452713012695,1.8246898651123047,1.8246898651123047,1.8222302198410034,0.0,0.0021445751190185547,0.2559622526168823,0.0027185569051653147,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,val::CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1__gen0001::cartesian_s2_u0.350,0,2;0;4,False,0,0.012637409381568432;-0.006837277207523584,0.00602114200592041;-0.00554502010345459,-0.0018155574798583984,0.0025305747985839844,0.0007047653198242188,2.0302062034606934,2.0302062034606934,2.0309109687805176,0.04435884952545166,0.04506361484527588,0.23773591220378876,0.0058700606459751725,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,val::CC1CCCCC1NC(=O)COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1__gen0001::cartesian_s2_u0.350,0,3;0;4,False,0,0.012635849416255951;-0.006837277207523584,0.002604246139526367;-0.00554502010345459,-0.0006868839263916016,0.0016340017318725586,0.0008778572082519531,1.9943101406097412,1.9943101406097412,1.9951879978179932,0.008462786674499512,0.009340643882751465,0.23772485554218292,0.00587161595467478,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CCCCC(=O)NCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccccc1,val::CCCCC(=O)NCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccccc1__gen0000::cartesian_s2_u0.350,31,43;31;44,False,0,0.009973603300750256;0.009973363019526005,0.027538537979125977;0.030717134475708008,-0.0001131296157836914,-0.004768848419189453,-0.004697680473327637,1.827406883239746,1.827406883239746,1.8227092027664185,0.0,0.0016655921936035156,0.20701388269662857,0.004217891721054912,True,v4_record_screen_upstream_local_reference,True,False,,,
ring_bond,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,val::CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C__gen0000,,35;40,True,1,0.0018579910974949598,-0.01667022705078125,-0.0007650702900718898,0.0014945204311516136,0.0007294501410797238,1.5626927614212036,1.5626927614212036,1.5627672672271729,0.007352352142333984,0.007426857948303223,0.160306915640831,0.015008419752120972,True,v4_record_screen_upstream_local_reference,False,True,0.2488302569365112,0.2488302569365112,0.24883588751141428
angle,CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1,val::CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1__gen0001::cartesian_s2_u0.350,11,10;11;12,True,1,0.0008650243398733437;-0.005458209663629532,0.06642341613769531;-0.016872286796569824,0.001280069351196289,-0.0003142356872558594,0.000926971435546875,2.2376515865325928,2.2376515865325928,2.2385785579681396,0.06657242774963379,0.06749939918518066,0.16812371462583542,0.016375489067286253,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1,val::CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1__gen0001::cartesian_s2_u0.350,43,10;43;44,False,0,-0.008289922028779984;0.012556349858641624,-0.04697895050048828;0.04376959800720215,-0.0009465217590332031,0.0037872791290283203,0.0027480125427246094,2.0025131702423096,2.0025131702423096,2.005261182785034,0.001155853271484375,0.0039038658142089844,0.2477158159017563,0.005923837888985872,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1,val::CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1__gen0001::cartesian_s2_u0.350,43,10;43;45,False,0,-0.008289922028779984;0.01255511213093996,-0.04697895050048828;0.03532397747039795,-0.0008265972137451172,0.0037398338317871094,0.002820730209350586,1.9998903274536133,1.9998903274536133,2.002711057662964,0.0,0.0013537406921386719,0.24770724773406982,0.005925115081481636,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1,val::CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(C(C)=O)cc1__gen0001::cartesian_s2_u0.350,48,8;48;51,False,0,-0.008313413709402084;0.01255806814879179,-0.055872440338134766;0.048908233642578125,-0.0006124973297119141,0.004154682159423828,0.003426790237426758,2.0029900074005127,2.0029900074005127,2.0064167976379395,0.0016326904296875,0.005059480667114258,0.24770193547010422,0.0059112474555149674,True,v4_record_screen_upstream_local_reference,False,False,,,
angle,CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC,val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s2_u0.350,18,19;18;20,False,0,0.009949957020580769;0.009950436651706696,0.02529621124267578;0.026974916458129883,-0.0005128383636474609,-0.00034224987030029297,-0.0007361173629760742,1.8165687322616577,1.8165687322616577,1.8158326148986816,0.007806062698364258,0.008542180061340332,0.20667044818401337,0.004330872558057308,True,v4_record_screen_upstream_local_reference,True,False,,,
ring_bond,CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC,val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s2_u0.350,,27;28,True,1,0.0033008912578225136,0.002097606658935547,-0.007325007929466665,0.0031512269051745534,-0.004173781082499772,1.2602418661117554,1.2602418661117554,1.2572611570358276,0.0019402503967285156,0.00492095947265625,0.15334801375865936,0.01125229150056839,True,v4_record_screen_upstream_local_reference,False,False,0.002223416106665841,0.002223416106665841,0.002185923114208894
ring_bond,CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC,val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s2_u0.350,,28;29,True,1,0.002913000527769327,0.02961719036102295,-0.006101414794102311,0.002838409796822816,-0.003263004997279495,1.2211569547653198,1.2211569547653198,1.2188268899917603,0.04102516174316406,0.04335522651672363,0.15255378186702728,0.011606278829276562,True,v4_record_screen_upstream_local_reference,False,False,0.002223416106665841,0.002223416106665841,0.002185923114208894
ring_bond,CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC,val::CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC__gen0001::cartesian_s2_u0.350,,29;30,True,1,0.0018747036810964346,0.0006824731826782227,-0.013954074820503592,0.0018545092025306076,-0.012099565705284476,1.2611688375473022,1.2611688375473022,1.252530574798584,0.0010132789611816406,0.009651541709899902,0.1366066187620163,0.015369953587651253,True,v4_record_screen_upstream_local_reference,False,False,0.002223416106665841,0.002223416106665841,0.002185923114208894
angle,CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC,val::CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC__gen0001::cartesian_s2_u0.350,22,49;22;23,True,1,0.007985034957528114;0.0027990234084427357,0.0006667375564575195;0.00023996829986572266,0.00044536590576171875,-0.0012745857238769531,-0.0008654594421386719,1.8340626955032349,1.8340626955032349,1.8331972360610962,0.007802844047546387,0.008668303489685059,0.1735023707151413,0.0083719901740551,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC,val::CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)cc1OC__gen0001::cartesian_s2_u0.350,29,30;29;40,False,0,0.009000609628856182;0.008999157696962357,0.009253859519958496;0.00214385986328125,-0.003316640853881836,0.002543210983276367,-0.0005463361740112305,1.819650411605835,1.819650411605835,1.8191040754318237,0.002726316452026367,0.0032726526260375977,0.19835464656352997,0.004880028543993831,True,v4_record_screen_upstream_local_reference,True,False,,,
ring_bond,CCOc1ccc(Cn2nnc(C(=O)Nc3cc(C)cc(C)c3)c2N)cc1,val::CCOc1ccc(Cn2nnc(C(=O)Nc3cc(C)cc(C)c3)c2N)cc1__gen0001::cartesian_s2_u0.350,,18;19,True,1,0.0017513157799839973,4.38690185546875e-05,-0.013710744678974152,0.0017542947898618877,-0.01195644959807396,1.2681957483291626,1.2681957483291626,1.2595007419586182,0.0,0.0026813745498657227,0.13749469816684723,0.015676606446504593,True,v4_record_screen_upstream_local_reference,False,False,0.0031046392759852322,0.0031046392759852322,0.0029494503917961838
angle,CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1,val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s2_u0.350,0,1;0;4,False,0,0.012505161575973034;0.0031692220363765955,0.011416435241699219;-0.01722562313079834,-0.0027303695678710938,0.0030303001403808594,0.00026226043701171875,2.0285606384277344,2.0285606384277344,2.028822898864746,0.03486001491546631,0.03512227535247803,0.22328758239746094,0.006165021564811468,True,v4_record_screen_upstream_local_reference,True,True,,,
angle,CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1,val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s2_u0.350,4,5;4;43,False,0,-0.005618751980364323;0.009996086359024048,0.010250568389892578;0.01224827766418457,-0.0006486177444458008,0.004872679710388184,0.004164338111877441,1.9683512449264526,1.9683512449264526,1.97251558303833,0.0,0.0009649991989135742,0.2080601155757904,0.007247162517160177,True,v4_record_screen_upstream_local_reference,False,True,,,
angle,CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1,val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s2_u0.350,4,43;4;44,False,0,0.009996086359024048;0.009997202083468437,0.01224827766418457;0.01909184455871582,0.000933527946472168,-0.0012050867080688477,-0.00018513202667236328,1.823279619216919,1.823279619216919,1.8230944871902466,0.0010951757431030273,0.0012803077697753906,0.20749135315418243,0.0043079131282866,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1,val::CCn1c(SCC(=O)N(C)C2CCS(=O)(=O)C2)nnc1-c1cccs1__gen0001::cartesian_s2_u0.350,35,39;35;40,False,0,0.0077796815894544125;0.007772377226501703,0.0029491186141967773;0.0037691593170166016,-0.005303144454956055,0.0008022785186767578,-0.004204988479614258,1.8223273754119873,1.8223273754119873,1.818122386932373,4.935264587402344e-05,0.004254341125488281,0.1843927651643753,0.005692892009392381,True,v4_record_screen_upstream_local_reference,True,False,,,
angle,CN(C)C(CNC(=O)c1cccc(C#N)c1)c1ccco1,val::CN(C)C(CNC(=O)c1cccc(C#N)c1)c1ccco1__gen0000::cartesian_s2_u0.350,2,1;2;3,False,0,0.008152130991220474;0.012980473227798939,-0.012619256973266602;0.016133546829223633,0.0005185604095458984,0.005136728286743164,0.0056569576263427734,1.9954304695129395,1.9954304695129395,2.0010874271392822,0.0,0.0022382736206054688,0.2509448751807213,0.004000196466222405,True,v4_record_screen_upstream_local_reference,True,True,,,
ring_bond,CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1,val::CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1__gen0000,,18;19,True,1,0.0008439337834715843,0.012777090072631836,-0.0030890078051015735,0.0004087061679456383,-0.0026803016662597656,1.4936542510986328,1.4936542510986328,1.4932626485824585,0.002375006675720215,0.0027666091918945312,0.15576210618019104,0.014582058414816856,True,v4_record_screen_upstream_local_reference,False,False,1.9379276022481102e-16,1.9379276022481102e-16,8.210209988395745e-17
ring_bond,CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1,val::CN(C)S(=O)(=O)c1ccc(C(=O)NCC2CC2(Cl)Cl)cc1__gen0000,,19;20,True,1,0.0018794325878843665,0.025778770446777344,-0.004549089353531599,0.0009744018607307225,-0.003574687521904707,1.476133108139038,1.476133108139038,1.4756107330322266,0.01989614963531494,0.020418524742126465,0.1740371733903885,0.011319825425744057,True,v4_record_screen_upstream_local_reference,False,False,1.9379276022481102e-16,1.9379276022481102e-16,8.210209988395745e-17
